"ID","Kalimat","Kelas"
"694","Secara keseluruhan dari 524 laporan keuangan Pemerintah Daerah tahun 2013 terdapat 156 LKPD telah memiliki opini tertinggi, yaitu Wajar Tanpa Pengecualian sebesar 30%, Wajar Dengan Pengecualian sebanyak 311 atau 60%, Tidak Wajar itu 2% atau 11 entitas dan 46 tidak memberikan pendapat atau sebanyak 8% .","Other"
"695","Biia ditingkat Pemerintahan Pusat itu ada 4% yang masuk katagori tidak memberikan pendapat atau wajar 4%, sementara di Pemerintah Daerah ada sebanyak 10% .","Other"
"696","Jelas sekali dari perolehan opini tersebut menunjukkan bahwa pada umumnya entitas kementerian dan lembaga lebih baik dalam pengelolaan laporan keuangan dibanding dengan laporan pemerintah daerah .","Other"
"697","Kondisi seperti ini harus menjadi perhatian pemerintah pusat dan untuk lebih mendorong dan membina pemerintah daerah dalam mengelola laporan29keuangan sehingga menjadi lebih baik, sebab perolehan opini WTP merupakan salah satu indikator pencapaian good governance dalam pengelolaan keuangan .","Other"
"698","Secara umum kualitas laporan keuangan pemerintah makin meningkat, ini terlihat dari opini perolehan WTP yang makin banyak dari 44 entitas di Tahun 2009 atau 57% menjadi 64 entitas di Tahun 2013 atau 74% .","Other"
"699","Adapun di pemerintah daerah pada Tahun 2009 LKPD yang memperoleh opini WTP hanya sebanyak 15 entitas pemerintah daerah atau 3% dan pada Tahun 2013 meningkat menjadi 156 pemerintah daerah atau 30% .","Other"
"700","Meskipun sudah terjadi peningkatan opini WTP, namun pemerintah pusat dan pemerintah daerah harus terus meningkatkan upayanya untuk bisa mencapai target RPJMN 2010-2014 yang ditargetkan pada Tahun 2014 mencapai opini WTP untuk keseiuruhan LKKL sebesar 100% dan untuk pemerintah daerah opini WTP diharapkan 60% masih belum tercapai .","Other"
"701","Pimpinan Rapat Paripurna dan hadirin yang kami hormati,Dari pemeriksaan semester II 2014, BPK menemukan masalah yang perlu mendapat perhatian pemerintah pusat .","Other"
"702","Masalah tersebut antara lain persiapan pemerintah pusat belum sepenuhnya efektif untuk mendukung penerapan sistem akuntansi pemerintah berbasis akrual pada Tahun 2015 .","Other"
"703","Kendalanya antara lain ketentuan turunan Peraturan Menteri Keuangan Nomor 213 .","Statement"
"704","PMK .","Other"
"705","213 tentang Sistem Akuntansi Pemerintah Pusat dan Pedoman Penyusunan Laporan Keuangan Berbasis Akrual tidak segera ditetapkan .","Other"
"706","Akibatnya muncul ketidakjelasan dalam menerapkan akuntansi berbasis akrual pada satuan kerja pengelola bagian anggaran Bendahara Umum Negara .","Other"
"707","Ketidakseragaman penyajian keuangan di kementerian lembaga danketidakhandalan data untuk menyusun laporan keuangan .","Other"
"708","Dalam pengelolaan penerimaan negara dari sektor Migas dan gas bumi di Kementerian Keuangan masih terdapat masalah yaitu penetapan target lifting Migas dalam APBN atau APBNP tidak didasarkan pada target lifting yang telah disepakati dalam work programme and budget antara kontraktor kerja sama, kontraktor kontrak kerja sama dan satuan kerja khusus pelaksana kegiatan usaha hulu Migas SKK Migas dan belum ada mekanisme monitoring serta evaluasi atas pencapaian target lifting .","Other"
"709","Pemerintah juga belum melakukan upaya optimal dalam30mengatasi kendala-kendala yang terjadi pada kegiatan hulu Migas yang dapat mempengaruhi pencapaian target lifting .","Statement"
"710","Dalam pengelolaan penerimaan Migas juga terdapat masaiah penerimaan pajak yang berpengaruh material terhadap penerimaan negara .","Statement"
"711","Atas masaiah tersebut BPK tidak dapat melaksanakan pemeriksaan pajak sektor Migas sesuai dengan program pemeriksaan yang telah ditetapkan karena BPK tidak memperoleh dokumen yang lengkap sesuai dengan permintaan dokumen yang telah disampaikan kepada Kementerian Keuangan .","Statement"
"712","BPK hanya dapat melakukan pengujian terbatas atas daftar rekapitulasi data yang diberikan serta tidak dapat menilai apakah kegiatan pengawasan, pemeriksaan dan penagihan yang dilakukan oleh Direktorat Jenderal Pajak terhadap wajib pajak sektor Migas telah sesuai dengan ketentuan .","Statement"
"713","Hal tersebut disebabkan adanya pembatasan pemeriksaan seperti diatur Pasal 34 Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan j .","Statement"
"714","o .","Other"
"715","Undang-Undang Nomor 28 Tahun 2007 yang melarang pemberian data perpajakan kepada pihak lain tanpa izin tertulis Menteri Keuangan .","Statement"
"716","Dari pengujian terbatas tersebut, BPK menemukan masaiah senilai 1,12 triliun, terdiri atas potensi pajak bumi dan bangunan, Migas terutang minimal sebesar 666,23 milyar karena 59 KKKS tidak menyampaikan surat pemberitahuan objek pajak PBB Migas Tahun 2013 dan 2014 .","Statement"
"717","Direktorat Jenderal Pajak tidak menetapkan PBB Migas terhadap KKKS yang belum mendapat persetujuan terminasi atas wilayah kerjanya dengan potensi kekurangan penerimaan PBB Migas Tahun 2014 minimal sebesar 454,38 milyar .","Statement"
"718","Masih terkait dengan perpajakan pada semester II 2014, BPK memeriksa DJP dengan meliputi dua objek pemeriksaan yaitu program Sensus Pajak Nasional (SPN) dan pelayanan terhadap wajib pajak .","Statement"
"719","Namun demikian BPK tidak dapat melakukan penilaian atas efektivitas program SPN atau Sensus Pajak Nasional dan efektivitas pelayanan terhadap wajib pajak karena DJP tidak menyampaikan dokumen yang diminta oleh BPK .","Statement"
"720","BPK tidak dapat melaksanakan prosedur pemeriksaan, karena sampai dengan akhir pemeriksaan, BPK tidak memperoleh seluruh data dan informasi yang diminta kepada Menteri Keuangan .","Statement"
"721","31Atas adanya pembatasan pemeriksaan tersebut dalam rangka optimalisasi penerimaan negara dari pajak, BPK meminta dengan hormat kepada DPR dan pemerintah untuk membuat kebijakan yang memungkinkan BPK dapat melaksanakan pemeriksaan sesuai dengan prosedur pemeriksaan yang ditetapkan .","Statement"
"722","Sesuai dengan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, BPK bertugas memeriksa pengeiolaan dan tanggung jawab keuangan negara secara bebas dan mandiri .","Statement"
"723","Jika ada pembatasan yang selalu terjadi secara berulang setiap pemeriksaan perpajakan, berarti BPK tidak bebas dan tidak mandiri lagi .","Statement"
"724","Jelas sekali hal ini sangat tidak sesuai dengan perintah konstitusi dan bisa menghambat optimalisasi penerimaan negara .","Statement"
"725","Pimpinan Rapat dan hadirin yang saya muliakan,Masalah lain yang di pemerintah pusat adalan mengenai belanja infrastruktur di Kementerian Energi dan Sumber Daya Mineral (ESDM), BPK menemukan 137 kontrak proyek pembangunan transmisi dan gardu induk yang terhenti .","Statement"
"726","Penyebabnya adalah pembebasan lahan yang berlarut-larut sehingga izin kontrak tahun jamak tidak bisa diperpanjang .","Statement"
"727","Konstruksi dalam pengerjaan yang sudah dibayar per 31 Desember 2013 senilai 5,94 triliun berupa material terpasang 3,21 triliun material on site 2,17 triliun dan sisa uang muka 562,66 milyar .","Statement"
"728","Dengan terhentinya proyek tersebut mengakibatkan hasil proyek yang belum selesai yang dicatat sebagai kontruksi dalam pengerjaan senilai 5,38 triliun tersebut tidak dapat dimanfaatkan oleh rakyat .","Statement"
"729","Selain itu terdapat kerugian negara senilai 562,66 milyar atas sisa uang muka yang tidak aikembalikan oleh para penyedia barang dan jasa kepada negara .","Statement"
"730","Hal ini terjadi karena Menteri Keuangan kurang cermat dalam memberikan izin kontrak tahun jamak untuk proyek tersebut .","Other"
"731","Dalam pemeriksaan atas program ketahanan pangan, khususnya swa sembada kedelai sebagai salah satu komoditas penting bagi rakyat Indonesia, BPK menemukan Kementerian Pertanian tidak berhasil mencapai target pertumbuhan produksi kedelai sebesar 20,05% per tahun dan target swa sembada kedelai Tahun 2014 sebanyak 2,70 juta ton tidak tercapai .","Statement"
"732","Selain itu pemerintah belum optimal dalam mengurangi ketergantungan impor kedelai, sehingga upaya meningkatkan produksi kedelai menjadi sangat terhambat .","Other"
"733","32BPK menilai penetapan target swa sembada dibuat tanpa berdasarkan fakta yang ada, sehingga pengeluaran untuk program swa sembada kedelai 2010- 2014 senilai 1,42 triliun menjadi sia-sia .","Statement"
"734","Masalah tersebut mengakibatkan tujuan program untuk mewujudkan kemandirian pangan dan memperbaiki kesejahteraan petani menjadi tidak tercapai .","Statement"
"735","BPK melakukan pemeriksaan kinerja atas efektivitas layanan paspor pada Kementerian Hukum dan Hak Asasi Manusia 2013 semester I Tahun 2014 .","Statement"
"736","Pemeriksaan ditujukan untuk menilai efektivitas layanan paspor .","Statement"
"737","Hasil pemeriksaan menyimpulkan Direktorat Jenderal Imigrasi Kemenkumham telah cukup efektif dalam pelayanan paspor dan telah melakukan perbaikan dalam proses bisnis paspor dalam penetapan sistem pelayanan paspor terpadu .","Statement"
"738","Sehingga masyarakat dan petugas pemberi layanan menjadi lebih nyaman dan puas dalam pengurusan paspor .","Statement"
"739","Namun demikian, BPK juga menemukan adanya masalah dalam perubahan mekanisme pembayaran berupa pembayaran elektronik dengan payment gateway, implementasi payment gateway mengabaikan resiko hukum antara lain pemilihan vendor payment gateway dilakukan pada saat Tim E Kemenkumham belum memiliki kewenangan dan rekening bank untuk menampung PNBP tidak memiliki izin dari Menteri Keuangan .","Statement"
"740","BPK juga melakukan pemeriksaan kinerja atas program penanggulangan kemiskinan .","Statement"
"741","Salah satu yang diperiksa adalah program penyaluran subsidi beras untuk masyarakat miskin .","Statement"
"742","Anggaran program subsidi beras untuk Tahun 2014 sebesar 18,16 triliun dan hanya terealisasi 17,19 triliun atau 94,65% .","Statement"
"743","BPK menyimpulkan pelaksanaan program penyaluran subsidi Raskin belum sepenuhnya efektif untuk mencapai tujuan-tujuan program .","Statement"
"744","Hal ini disebabkan:1 .","Other"
"745","Data penerima manfaat Raskin yang mutakhir tidak memadai, sehingga sebagian penerima program Raskin beresiko tidak tepat sasaran;2 .","Statement"
"746","Mekanisme pengajuan kualitas beras Raskin belum jelas, terdapat pemberian Raskin ke Perum Bulog karena kualitas beras yang diterima tidak baik, beras berwarna hitam, berkutu .","Statement"
"747","banyak bubuk dan berbau apek;Pimpinan dan Anggota DPR yang saya hormati,33Dalam pemeriksaan atas pemerintahan daerah, BPK memerlukan masalah yang perlu mendapat perhatian .","Statement"
"748","Masalah tersebut antara lain sistem pengeiolaan aset tetap dalam mendukung penyusunan laporan keuangan tidak memadai .","Statement"
"749","Penggunaan sistem aplikasi komputer belum optimal dalam mendukung pengeiolaan keuangan negara .","Other"
"750","Aplikasi Simda, barang milik daerah belum sepenuhnya siap dalam menunjang pencatatan akuntansi berbasis akrual dan persiapan pemerintah daerah dalam menerapkan laporan keuangan berbasis akrual belum cukup memadai .","Statement"
"751","Dalam pemeriksaan atas laporan keuangan pemerintah daerah, BPK menemukan antara lain ketidakpatuhan yang mengakibatkan kerugian negara sebesar 285,78 miiyar yang terjadi di 68 pemerintah daerah .","Statement"
"752","Kerugian tersebut karena belanja tidak sesuai ketentuan, kekurangan volume pekerjaan dan keiebihan pembayaran dalam belanja modal, serta biaya perjalanan dinas dan pembayaran honorarium yang melebih standar .","Statement"
"753","BPK juga menemukan potensi kerugian daerah sebesar 1,29 triliun yang terjadi di 43 pemerintah daerah .","Statement"
"754","Salah satunya karena aset berupa mesin, peralatan dan aset lainnya tidak diketahui di mana gerangan dia berada .","Statement"
"755","Dalam pemeriksaan dengan tujuan tertentu, BPK menemukan masalah dalam pengeiolaan pendapatan daerah .","Statement"
"756","Terdapat kekurangan penerimaan di 27 pemerintah daerah senilai 132,23 miiyar, meliputi antara lain penerimaan negara daerah yang belum diterima disetor ke kas negara atau daerah dan pengenaan tarif pajak pendapatan negara bukan pajak yang lebih rendah dari ketentuan .","Statement"
"757","Dalam pengeiolaan belanja daerah, BPK menemukan antara lain kekurangan volume pekerjaan, keiebihan pembayaran, belanja tidak sesuai dengan ketentua dan spesifikasi barang yang tidak sesuai dengan kontrak senilai 275,52 miiyar .","Statement"
"758","Dalam PDTT atas pengeiolaan aset, BPK menemukan kelemahan dalam pengeiolaan aset daerah yang berpotensi menimbulkan kerugian daerah .","Statement"
"759","Aset berupa tanah, gedung dan bangunan serta peralatan dan mesin senilai 971,70 miiyar dikuasai pihak lain .","Statement"
"760","Tidak dapat ditelusuri, tidak diketahui keberadaannya, hilang dan belum diproses lebih lanjut .","Statement"
"761","Dari pemeriksaan atas pengeiolaan BPD dan BPR, BPK menemukan proses pemberian kredit tanpa didukung analisis kredit yang memadai .","Statement"
"762","Ada34pinjaman yang nilai agunannya dibawah nilai pinjaman, jaminan tidak disertai dengan surat kuasa membebankan hak tanggungan dan dana pinjaman digunakan tidak sesuai dengan perjanjian .","Statement"
"763","Hal ini mengakibatkan potensi kerugian BPD dan BPR senilai 151,80 milar .","Statement"
"764","Dalam pemeriksaan kinerja atas penyediaan air bersih, BPK menemukan pada umumnya penyediaan air bersih melalui PDAM pada pemerintah daerah belum mencapai target, Selain itu, seiuruh pemerintah daerah yang diperiksa belum melaksanakan penurunan tingkat kehiiangan air dengan baik .","Statement"
"765","Pada semester II tahun 2014, BPK menemukan 37 obyek pemeriksaan BUMN dan badan lainnya, Dalam pemeriksaan atas keuangan Badan Pengelola Dana Abadi Umat, BPK memberikan opini WTP terhadap laporan keuangan BP Dana Abadi Umat tahun 2011, 2012 dan 2013 .","Statement"
"766","Pemeriksaan atas 3 laporan keuangan BP Dana Abadi Umat belum dilaksanakan pada tahun 2014 karena BP Dana Abadi Umat terlambat menyampaikan laporan keuangan kepada BPK .","Statement"
"767","Laporan BP Dana Abadi Umat menunjukkan total aset per 31 Desember 2013 sebesar 2,45 triliun .","Other"
"768","Dari pemeriksaan tersebut, BPK menemukan masalah diantaranya aset-aset tetap yang dibeli dari BP Dana Abadi Umat tidak dicatat dan dilaporkan dalam laporan keuangannya .","Statement"
"769","Terdapat aset yang belum diteiusuri keberadaannya dan aset tidak dilengkapi dengan bukti kepemilikan .","Statement"
"770","BPK juga menemukan penyertaan saham BP Dana Abadi Umat di Rumah Sakit Haji belum jelas status dan niiainya serta belum dicatat atau diungkapkan dalam laporan keuangannya tahun 2013 .","Statement"
"771","Temuan lainnya, penyelesaian piutang BP Dana Abadi Umat kepada penyelenggara ibadah haji khusus senilai 2,62 miliar berlarut-larut dan berpotensi menimbulkan kerugian .","Statement"
"772","BPK meminta kepada Menteri Agama mengambil langkah-langkah sesuai rekomendasi BPK untuk menyelesaikan masalah tersebut .","Statement"
"773","Dalam pemeriksaan atas BUMN PT .","Statement"
"774","Pengembangan Armada Niaga Nasional (PT .","Other"
"775","PANN), BPK menemukan kerugian senilai 55,05 miliar dari pembiayaan anjak piutang fiktif sehingga piutang tersebut macet .","Statement"
"776","BPK merekomendasikan Menteri BUMN meminta pertanggungjawaban Direksi PT .","Statement"
"777","PANN serta jajarannya yang diindikasikan terlibat dalam menyusun skema anjak piutang tersebut .","Statement"
"778","BPK juga memeriksa Tata Kelola Kegiatan Hulu Migas oleh SKK Migas .","Statement"
"779","BPK menemukan masalah antara lain ketidakpatuhan KKKS terhadap ketentuan cost recovery yaitu dengan membebankan biaya-biaya yang semestinya35tidak dibebankan ke dalam cost recovery .","Statement"
"780","Kewajiban KKKS kepada pemerintah atas over lifting tahun 2013 belum dilunasi dan penjualan kondensat belum dibayar pembeli .","Statement"
"781","Hal tersebut mengakibatkan kekurangan pemerimaan negara sebesar 6,19 triliun .","Other"
"782","Selain itu penunjukkan penjual minyak mentah dan/atau kondensat bagian negara melalui pelelangan terbatas selama 2009-2013 kepada perusahaan berbadan hukum asing serta berkedudukan diluar wilayah Indonesia tidak didukung kontrak atau seller appointment and supply agreement dan tidak sesuai dengan Undang-Undang Nomor 22 Tahun 2011 tentang Minyak dan Gas Bumi,Pimpinan Rapat Paripurna dan hadirin yang saya muliakan,Pada periode 2010-2014, BPK menyampaikan 215 .","Other"
"783","991 rekomendasi senilai 77,61 triliun kepada entitas yang diperiksa .","Statement"
"784","Tindak lanjutnya adalah sebanyak 120 .","Other"
"785","003 rekomendasi atau sebesar 55,56% senilai 26,30 triliun telah ditindakianjuti sesuai dengan rekomendasi .","Other"
"786","770 rekomendasi atau 27,21% yaitu senilai 36,97 triliun belum sesuai dan/atau belum proses tindak lanjut .","Statement"
"787","865 rekomendasi atau 17,07% senilai 13,83 triliun belum ditindakianjuti dan 353 rekomendasi atau 0,16% yaitu senilai 516,67 miliar tidak dapat ditindakianjuti .","Statement"
"788","Tindak lanjut berupa penyerahan aset dan/atau penyetoran ke kas negara/daerah atau perusahaan negara/daerah secara komulatif dari tahun 2010 sampai 2014 adalah senilai 16,05 triliun atau 20,08% dari total rekomendasi yang disampaikan oleh BPK .","Other"
"789","Jumlah tersebut terdiri dari penyetoran penyerahan aset ke kas negara senilai 9,14 triliun dari entitas di pemerintah pusat senilai 4,38 triliun dari entitas pemerintah daerah dan senilai 1,75 triliun dari entitas BUMN .","Other"
"790","Diantara penyetoran penyerahan aset sebesar 16,05 triliun tersebut terdapat penyetoran penyerahan aset pada semester II tahun 2014 atas 17 .","Other"
"791","284 rekomendasi senilai 3,33 triliun terdiri dari entitas pemerintah pusat sebesar 1,04 triliun, pemerintah daerah sebesar 761 miliar serta BUMN sebesar 1,54 triliun .","Other"
"792","Sesuai dengan peraturan perundang-undangan untuk menjamin pembayaran kerugian negara atau daerah, BPK berwenang memantau penyelesaian kerugian negara atau daerah .","Other"
"793","Pemantauan dilakukan terhadap data kerugian negara atau daerah yang merupakan yang merupakan tuntutan ganti rugi terhadap bendahara, pegawai negeri bukan bendahara, pihak ketiga, pengelola BUMN atau BUMD dan pengelola badan lainnya .","Other"
"794","36Pada periode 2003 sampai semester I 2014, BPK memantau 24 .","Statement"
"795","294 kasus kerugian negara atau daerah senilai 4,01 triliun dengan tingkat penyelesaian 6 .","Other"
"796","328 kasus telah diangsur yang bernilai 332,71 miliar 9 .","Statement"
"797","751 kasus telah dilunasi senilai 210,68 miliar dan 127 kasus dihapuskan senilai 7,42 miliar .","Statement"
"798","Sisa kerugian negara atau daerah sampai dengan semester I 2014 sebanyak 15 .","Other"
"799","170 kasus yang nilainya 3,46 triliun .","Statement"
"800","Pada periode 2003-2014, BPK menyampaikan temuan pemeriksaan yang mengandung unsur pidana kepada instansi yang berwenang atau penegak hukum sebanyak 227 surat yang memuat 442 temuan senilai besarnya 43,83 triliun .","Statement"
"801","Dari 442 temuan tersebut, instansi yang berwenang telah menindaklanjuti sebanyak 377 temuan atau 83,29% terdiri sebanyak 40 temuan berupa pelimpahan, 92 temuan penyelidikan, 66 temuan penyidikan, 23 temuan penuntutan dan persidangan dan 131 temuan telah diputus pengadilan dan 15 temuan dihentikan penyidikannya atau SP3 dan Iain-lain sebanyak 10 temuan .","Other"
"802","Pimpinan Rapat Paripurna dan Anggota DPR yang saya muiiakan,Sekali lagi kami ingin menegaskan dafam rangka memenuhi amanat Undang-Undang Dasar Republik Indonesia Tahun 1945 yang mengatur pengelolaan keuangan negara harus dilaksanakan secara terbuka, bertanggung jawab dan untuk sebesar-besarnya kemakmuran rakyat, pengelola keuangan negara harus berupaya mencapai opini WTP atas laporan keuangannya dan mengelola keuangan negara secara ekonomis, efisien dan efektif .","Other"
"803","Dengan demikian setiap rupiah yang dikeluarkan oleh penyelenggara yang digunakan harus dapat dipertanggungjawabkan dengan baik dan transparan dan harus digunakan untuk sebesar-besarnya meningkatkan kemakmuran bagi seluruh rakyat Indonesia .","Other"
"804","Demikianlah hal-hal yang kami sampaikan dalam Rapat Paripurna yang sangat mulia ini .","Statement"
"805","Kami berharap informasi yang kami sampaikan dalam Ikhtisar Hasil Pemeriksaan Semester dan Laporan Hasil Pemeriksaan BPK Semester II Tahun 2014 dapat mendukung tugas dan wewenang DPR sesuai dengan peraturan perundang-undangan .","Other"
"806","BPK selalu membuka diri kepada Pimpinan dan Anggota DPR untuk mendalami temuan-temuan yang kami telah sampaikan, baik itu untuk tingkat komisi maupun untuk daerah pemilihan masing-masing .","Other"
"807","Sesungguhnya37efektivitas dari hasil pemeriksaan BPK akan tercapai jika laporan hasil pemeriksaan ditindaklanjuti oleh entitas yang diperiksa .","Statement"
"808","Salah satu pihak yang dapat mendorong efektivitas tindak lanjut tersebut adalah pengawasan intensif dari Pimpinan dan Anggota DPR .","Other"
"809","Kami mengucapkan terima kasih atas kerjasama dan perhatian Pimpinan dan Anggota DPR yang terhormat atas penyampaian laporan ini .","Other"
"810","Demikian .","Other"
"811","Wabillahittaufiq Walhidayah,Wassalamu'alaikum Warahmatullahi WabarakatKETUA RAPAT (Ir, TAUFIK KURNIAWAN, MM/FPAN):Baik, kami persilakan kepada Ketua BPK dan Sekjen BPK untuk menyerahkan hasil laporan Semester BPK kebawah didampingi dengan Pimpinan DPR .","Other"
"812","Terima kasih kami sampaikan kepada Ketua BPK Republik Indonesia yang telah menyampaikan Ikhtisar Hasil Pemeriksaan BPK Rl Semester II Tahun 2014 dan Penyerahan Laporan Hasil Pemeriksaan BPK Rl,Bapak, Ibu sekalian,Dari meja Pimpinan mengingatkan bahwa terkait dengan laporan hasil semester dari BPK ini mengingat bahwa tidak adanya BAKN maka tugas tindak lanjutnya hasil laporan sementara dikembalikan kepada masing-masing komisi dan tentunya kami harapkan dari seluruh Pimpinan Komisi dan Anggota Komisi yang terkait bisa memanfaatkan dalam kaitan dengan fungsi P3DI dan TA Komisi masing- masing dalam kaitan untuk meningkatkan fungsi pengawasan DPR Rl .","Other"
"813","Selanjutnya sesuai dengan Pasal 98 ayat (3) huruf b Undang-Undang Nomor 17 Tahun 2014 tentang MPR, DPR, DPD dan DPRD sebagaimana diubah pada Undang-Undang Nomor 42 Tahun 2014 pada huruf i yaitu tugas komisi dalam bidang anggaran dan pengawasan adalah membahas dan menindaklanjuti hasil pemeriksaan BPK berkaitan dengan ruang lingkup dan tugasnya masing-masing .","Other"
"814","38Bapak, Ibu sekalian,Kita berharap hasil petneriksaan BPK tersebut dapat dijadikan bahan masukan yang sangat berharga bagi Dewan, khususnya komisi-komisi DPR Rl dalam mempelajari, membahas, dan menindaklanjutinya dalam tugas pengawasan dan anggaran melalui Rapat Kerja dan Rapat Dengar Pendapat dengan mitra kerjanya masing-masing .","Other"
"815","Dengan demikian selesaiiah Rapat Paripurna kita hari ini, kurang lebihnya mohon maaf .","Statement"
"816","Assalamualaikum WarahmatullahiWabarakatuh .","Other"
"817","(RAPAT DITUTUP PUKUL 11 .","Other"
"818","50 WIB)Jakarta, 7 April 2015KETUA RAPAT,-A  .","Statement"
"819","wH .","Other"
"820","TAUFIK KURNIAWAN, M. M.  .","Other"
