"ID","Kalimat","Kelas"
"642","Kewajiban pemerintah ini terdiri atas kewajiban jangka pendek sebesar Rp352,31 triliun, dan kewajiban jangka panjang sebesar Rp2 .","Other"
"643","546,07 triliun .","Other"
"644","Sementara itu ekuitas dana neto per 31 Desember 2014 adalah sebesar Rp1 .","Statement"
"645","012,54 triliun yang berarti naik 97,06 triliun atau (10,6%) dibandingkan ekuitas dana neto per 31 Desember 2013 .","Statement"
"646","Ekuitas dana neto ini terdiri atas ekuitas dana lancar sebesar minus Rp-85,02 triliun dan ekuitas dana investasi sebesar Rp1 .","Statement"
"647","097,55 triliun .","Other"
"648","Bapak-bapak Pimpinan serta Ibu Anggota DPR Rl yang kami hormati,Selain laporan realisasi APBN dan neraca dalam LKPP tahun 2014, pemerintah juga melaporkan arus penerimaan dan pengeluaran kas melalui laporan arus kas dengan rincian sebagai berikut .","Other"
"649","Arus kas bersih dari aktivitas operasi adalah sebesar minus Rp-80,07 triliun .","Statement"
"650","Arus kas bersih dari aktivitas investasi asset non keuangan adalah sebesar minus Rp-146,62 triliun .","Statement"
"651","Arus kas bersih dari aktivitas pembiayaan adalah sebesar Rp248,89 triliun, dan arus kas bersih dari aktivitas non anggaran adalah sebesar Rp3,35 triliun .","Other"
"652","Berdasarkan total arus kas bersih dari keempat aktivitas tersebut diatas, terdapat kenaikkan kas sebesar Rp25,55 triliun .","Statement"
"653","Disamping itu terdapat koreksi pembukuan sebesar minus Rp3,72 triliun, sehingga kalau dijumlahkan dengan kenaikan kas dari keempat aktivitas di atas maka terjadi kenaikan saldo kas sebesar Rp21,83 triliun pada tahun 2014 .","Other"
"654","Sementara itu saldo akhir kas pemerintah per 31 Desember 2014 adalah sebesar Rp95,73 triliun naik sebesar Rp12,32 triliun atau 14,77% dibandingkan saldo kas pemerintah per 31 Desember 2013 .","Other"
"655","Bapak-bapak Pimpinan serta Ibu dan Bapak Anggota DPR Rl yang kami hormati,Berdasarkan laporan hasil pemeriksaan BPK atas LKPP tahun 2014 terdapat 30 temuan pemeriksaan yang terdiri atas 21 temuan pemeriksaan terkait sistem pengendalian intern dan 9 temuan pemeriksaan terkait kepatuhan terhadap peraturan perundang-undangan .","Other"
"656","28Berkenaan dengan temuan pemeriksaan BPK atas LKPP tahun 2014 yang mempengaruhi kewajaran LKPP dapat dijelaskan pokok-pokok tanggapan pemerintah, antara lain yang pertama terkait dengan permasalahan mutasi aset K3S, pemerintah akan melakukan langkah-langkah sebagai berikut .","Other"
"657","Pemerintah akan menyusun pedoman verifikasi dan rekonsiliasi aset K3S dan melakukan perubahan ketentuan yang mengatur tentang pedoman akuntansi dan pelaporan barang milik negara yang berasal dari K3S .","Other"
"658","Pemerintah akan mengembangkan sistem pelaporan aset K3S yang terintegrasi antara SKK Migas dan Kementerian Keuangan agar pelaporan yang dihasilkan dapat meminimalkan terjadinya kesalahan .","Other"
"659","Pemerintah akan melakukan kegiatan inventarisasi dan penilaian atas aset tanah K3S untuk memastikan bahwa aset tersebut dicatat dalam laporan keuangan Bendahara Umum Negara sesuai ketentuan yang berlaku .","Other"
"660","Terkait dengan permasalahan utang terhadap pihak ketiga pemerintah melakukan langkah-langkah sebagai berikut: terkait utang terhadap pihak ketiga, pada 3 kementerian lembaga pemerintah akan menelusuri dan memverifikasi utang kepada pihak ketiga tersebut dalam rangka memastikan besaran kewajiban yang layak dibayar .","Other"
"661","Terkait penyajian dan pengungkapan atas tuntutan hukum kepada pemerintah yang telah berkekuatann hukum tetap atau inkracht dapat kami sampaikan bahwa pemerintah telah membuat kebijakan perlakuan akuntansi atas putusan yang telah inkracht dan pemerintah telah mengungkapkan kewajiban ini dalam LKPP sesuai dengan kriteria yang ada dalam kebijakan akuntansi tersebut .","Other"
"662","Terkait permasalahan SAL dapat disampaikan bahwa pemerintah telah menyusun formulasi penghitungan SAL yang tepat, sehingga tidak terdapat lagi selisih antara nilai SAL dengan nilai catatan fisik kas .","Other"
"663","Selanjutnya pemerintah akan menyusun sebuah ketentuan formal mengenai mekanisme pencatatan, pelaporan dan rekonsiliasi kas dan catatan kas .","Other"
"664","Selain beberapa temuan yang mempengaruhi kewajaran LKPP tersebut terdapat beberapa temuan yang berasal dari laporan keuangan kementerian lembaga, khususnya yang berkaitan dengan permasalahan hibah langsung, belanja bantuan sosial, aset tetap, PNBP, belanja barang dan belan modal .","Statement"
"665","Terhadap temuan BPK yang berasal dari LKKL tersebut pemerintah akan menindaklanjutinya dengan mengambil langkah-langkah yang terukur, termasuk melakukan pembinaan yang intensif kepada kementerian lembaga terkait pelaksanaan dan pertanggungjawaban anggaran .","Other"
"666","Bapak-bapak Pimpinan, serta Bapak-lbu Anggota DPR Rl yang kami hormati .","Other"
"667","Demikianlah keterangan pemerintah mengenai berbagai hal pokok pertanggungjawaban pelaksanaan APBN tahun anggaran 2014 yang tertuang dalam RUU tentang Pertanggungjawaban atas Pelaksanaan APBN Tahun Anggaran 2014 yang diajukan kepada Dewan untuk dibahas dan mendapat persetujuan menjadi Undang- undang .","Other"
"668","Pemerintah mengharapkan agar kerjasama yang telah terjalin dengan baik selama ini dapat terus ditingkatkan, sehingga tugas bersama yang diamanatkan kepada DPR Rl dan pemerintah dapat diselesaikan sesuai dengan jadwal yang ditetapkan .","Other"
"669","29Semoga Tuhan Yang Maha Esa memberkati usaha kita dalam melaksanakan tugas yang diamanatkan oleh rakyat Indonesia untuk meningatkan transparansi dan kualitas pertanggungjawaban keuangan negara .","Other"
"670","Sekian, terima kasih .","Other"
"671","Wassalammu'alaikum warahmatullahi wabarakatuh .","Other"
"672","KETUA RAPAT:Baik, terima kasih disampaikan kepada Saudara Menteri Keuangan Rl yang telah menyampaikan pokok-pokok RUU tentang Pertanggungjawaban atas Pelaksanaan APBN Tahun Anggaran 2014 .","Other"
"673","Sidang Dewan yang terhormat .","Other"
"674","Tentunya, silakan .","Other"
"675","F-PG (M AZIS SYAMSUDDIN, SE, SH, MAF, MH):Ketua,Menyimak dari apa yang disampaikan oleh RUU Pertanggungjawaban yang disampaikan oleh Menteri Keuangan terhadap pertanggungjawaban laporan 2014, tentu perlu kita simaki dan kita garis bawahi berkenaan dengan laporan ini, berkenaan dengan anggaran-anggaran kementerian dan lembaga, khususnya kepada anggaran-anggaran kementerian lembaga yang bersifat vertikal terlebih lagi dalam program-program yang akan kita laksanakan dalam beberapa waktu ke depan, yang salah satunya adalah program Pilkada serentak tanggal 9 Desember 2015 .","Other"
"676","Berkenaan dengan hal itu kami menyampaikan dalam forum rapat ini, khususnya kepada Pimpinan dan seluruh komisi-komisi dan Badan Anggaran untuk dalam hal pembahasan anggaran di tahun 2016 tentu harus mengacu kepada pertanggungjawaban anggaran APBN 2014 terhadap laporan-laporan Badan Pemeriksa Keuangan terhadap kementerian dan lembaga .","Other"
"677","Berdasarkan hal itu kami meminta dan menggarisbawahi kepada Pimpinan DPR Rl dalam forum Rapat Paripurna yang terhormat ini, terhadap laporan-laporan dari Badan Pemeriksa Keuangan berkisar dengan kementerian dan lembaga khususnya kepada kementerian lembaga yang bersifat vertikal untuk bisa menjadi catatan dalam pembahasan anggaran 2016, pertama .","Other"
"678","Yang kedua, berkenaan dengan rencana Pilkada serentak tanggal 9 Desember 2015 perlu kami sampaikan Polisi dalam hal ini sektor keamanan dalam sisi anggaran yang bersifat vertikal sampai dengan tahun 2015 bulan Juni ini belum pernah dilakukan pembahasan tentang penganggaran keamanan untuk pelaksanaan Pilkada serentak tanggal 9 Desember 2015 .","Other"
"679","Yang harus menjadi catatan kita bersama untuk laporan-laporan yang berkaitan dengan laporan pertanggungjawaban dan RUU yang30disusun oleh Menteri Keuangan ini untuk duduk bisa bersama tentang mengacu kepada laporan Badan Pemeriksa Keuangan di tahun 2014 ini, sehingga menjadi catatan kita bersama tolok ukur dalam penganggaran di tahun 2016 dan pelaksanaan-pelaksanaan Pilkada serentak yang akan kita laksanakan di tahun 2015, apakah sektor keamanan itu menggunakan anggaran tahun 2015 yang menurut catatan dari Komisi III sampai dengan saat ini belum pernah dilakukan pembahasan tentang pembahasan anggaran di sektor keamanan .","Other"
"680","Kalau detektor tahun 2016 tentu anggaran tersebut tidak dapat digunakan di tahun 2015, menjadi catatan untuk kiranya Pimpinan DPR Rl bisa dikomunikasikan dengan Rekan-rekan yang terhormat di dalam Komisi II terhadap mitra kerja Beliau yang dalam hal ini KPU dan Bawaslu .","Other"
"681","Terima kasih Ketua .","Other"
"682","Wassalammu'alaikum warahmatullahi wabarakatuh .","Other"
"683","KETUA RAPAT:Terima kasih Pak Aziz .","Other"
"684","Jadi Bapak, Ibu sekalian, nanti pandangan dari fraksi-fraksi terhadap RUU tentang Pertanggungjawaban Pelaksanaan APBN Tahun 2014 akan dilaksanakan sesuai dengan hasil Rapat Konsultasi pengganti Bamus dengan Pimpinan Fraksi pada saat Rapat Paripurna tanggal 1 Juli 2015 .","Other"
"685","Tentunya tadi apa yang disampaikan oleh Pak Aziz itu menjadi catatan kita semua tidak terpisahkan dari Rapat Paripurna ini, sehingga kami harapkan seluruh pandangan, kajian dan masukan dari seluruh Fraksi dapat dimaksimalkan betul pada saat Rapat Paripurna tanggal 1 Juli 2015 .","Other"
"686","Sidang Dewan yang kami hormati .","Other"
"687","Dengan demikian acara pertama Rapat Paripurna pada hari ini sudah selesai, untuk kemudian kita beri kesempatan skors sebentar pada Saudara Menteri Keuangan untuk meninggalkan Rapat Paripurna ini barang 1 menit .","Other"
"688","Terima kasih .","Other"
"689","(RAPAT DISKORS PUKUL 11 .","Other"
"690","50 WIB)Kami persilakan Saudara Menteri Keuangan .","Other"
"691","Baik, Bapak sekalian skors kami cabut .","Other"
"692","(SKORS RAPAT DICABUT PUKUL 11 .","Other"
"693","51 WIB)31Sidang Dewan yang terhormat .","Other"
"694","Tentunya menginjak agenda kita yang kedua yaitu pendapat fraksi-fraksi terhadap RUU Usui Inisiatif Anggota DPR-RI dilanjutkan dengan pengambilan keputusan menjadi RUU Usui DPR-RI yaitu:a .","Other"
"695","RUU tentang Tabungan Perumahan Rakyat (Tapera), danb .","Other"
"696","RUU tentang Penjaminan .","Other"
"697","Untuk itu sesuai dengan apa yang telah disampaikan pada saat rapat konsultasi pengganti Bamus yang lalu sesuai dengan apa yang telah kita putuskan rencananya akan kami beri kesempatan 3 menit pada masing-masing fraksi .","Other"
"698","Silakan .","Other"
"699","F-PAN (H YANDRI SUSANTO, SPt):Interupsi Ketua .","Statement"
"700","Terima kasih Ketua .","Other"
"701","Assalammu'alaikum Warahmatullahi Wabarakatuh .","Other"
"702","Yandri Susanto Dapil Banten II, terhadap agenda yang kedua Ketua tanpa mengurangi makna ataupun pesan yang ingin disampaikan oleh masing-masing fraksi dan saya yakin sudah semuanya tertulis, kalau usul bisa diterima untuk agenda kedua ini tidak perlu dibacakan masing-masing fraksi, cukup diserahkan dan nanti langsung diambil keputusan Ketua kalau misalkan bisa diterima, kalaupun mau dibacakan ya silakan tapi Fraksi PAN mengusulkan diserahkan saja masing-masing juru bicara ke depan misalkan kepada Pimpinan langsung kita ambil keputusan .","Other"
"703","Begitu Pimpinan, terima kasih .","Other"
"704","Wassalammu'alaikum Warahmatullahi Wabarakatuh .","Other"
"705","KETUA RAPAT:Wa'alaikumsalam Warahmatullahi Wabarakatuh .","Statement"
"706","Karena dari Fraksi PAN sudah meminta saya nggak bisa nolak, dapat disetujui Rekan-rekan sekalian tanpa mengurangi substansi ya, setuju?","Other"
"707","Baik .","Other"
"708","(RAPAT: SETUJU)Baik, terima kasih atas masukan dan usulannya .","Statement"
"709","32Kami beri kesempatan kepada Saudara Jalaludin Rahmat untuk menyerahkan pandangan fraksi dari Fraksi PDI Perjuangan terhadap kaitan dengan 2 agenda dimaksud .","Statement"
"710","Kami persilakan Saudara Dr. Jalaludin Rahmat, M. sc .","Other"
"711","bersiap-siap kemudian kami persilakan kepada Saudara H. Misbakhun, S. E. Nomor Anggota A-283 dari Fraksi Partai Golkar .","Statement"
"712","Kemudian bersiap-siap Saudara Muhammad Nizar Zahro, S. H. Nomor Anggota A-374 juru bicara dari Fraksi Partai Gerindra .","Statement"
"713","Kemudian yang keempat, Saudara Ir. Marwan J. Hasan, M. M. Nomor Anggota A-410 juru bicara dari Fraksi Partai Demokrat .","Statement"
"714","Bersiap-siap Saudara H. Yandri Susanto Nomor A-494 juru bicara dari Fraksi Partai Amanat Nasional .","Statement"
"715","Kemudian yang terhormat Saudara KH .","Statement"
"716","Maman Immanulhaq Nomor Anggota A-48 juru bicara dari Fraksi Partai Kebangkitan Bangsa .","Statement"
"717","Kemudian berikutnya yang terhormat Saudara H. Refrizal Nomor Anggota A-89 juru bicara dari Fraksi Partai Keadilan Sejahtera .","Statement"
"718","Berikutnya yang terhormat Saudari Dra. Elfiani, M. Si .","Statement"
"719","Nomor Anggota A-511 juru bicara dari Fraksi Partai Persatuan Pembangunan .","Statement"
"720","Kemudian yang terhormat Saudara Drs. T. Taufiqul Hadi, M. Si, Nomor Anggota A-19 juru bicara dart Fraksi Partai Nasdem dan yang terakhir kami persilakan yang terhormat Saudara Rufinus Hotmaulana Hutauruk, S. H. , M. M. , M. H. Nomor Anggota A-546 juru bicara dari Fraksi Partai Hanura .","Statement"
"721","Baik, terima kasih kami sampaikan kepada perwakilan dari masing-masing fraksi, juru bicara fraksi yang telah memberikan dokumen sikap fraksi terhadap rancangan usul inisiatif Anggota DPR Rl Rancangan tentang Tabungan Perumahan Rakyat (Tapera) dan RUU tentang Penjaminan .","Statement"
"722","Oleh karena itu kami mohon persetujuan dari Bapak, Ibu sekalian yang terhormat, apakah dapat disetujui RUU ini menjadi usul DPR Rl? .","Statement"
"723","(RAPAT: SETUJU)Baik, terima kasih atas persetujuannya .","Statement"
"724","Dengan demikian selesailah acara Rapat Paripurna hari ini tanpa mengurangi rasa hormat tentunya kami mengucapkan banyak terima kasih atas kehadiran Bapak, Ibu sekalian .","Other"
"725","Wassalammu'alaikum Warahmatullahi Wabarakatuh .","Other"
"726","(RAPAT DITUTUP PUKUL 11 .","Other"
"727","55 WIB)Jakarta, 25 Juni 2015 KETUA, RAPAT,Drftr .","Statement"
"728","H. Taufj$< Kurniawan, M. M  .","Statement"
