"ID","Kalimat","Kelas"
"631","Perubahan yang hanya bersifat teknis penulisan, misainya salah merujuk ayat dan dihapus karena sudah diatur dalam ayat sebelumnya .","Statement"
"632","Pimpinan dan Anggota Dewan yang terhormat,Berdasarkan Pendapat Mini Fraksi dalam pembicaraan tingkat I di Badan Legislasi dapat disampaikan bahwa Fraksi PDl Perjuangan, Fraksi Partai Golongan Karya, Fraksi Partai Gerindra, Fraksi Demokrat, Fraksi PAN, Fraksi PKB, Fraksi PKS, Fraksi PPP, Fraksi Partai Nasdem dan Fraksi Partai Hanura menyetujui untuk melanjutkan hasil pembahasan terhadap Rancangan Peraturan DPR Rl tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib ke pembicaraan tingkat il untuk pengambilan keputusan dalam Rapat Paripurna DPR Rl .","Statement"
"633","Pimpinan dan Anggota Dewan yang terhormat,Demikianlah Laporan Pembicaraan Tingkat l Peraturan DPR Rl tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib, selanjutnya berdasarkan hasil putusan pada pembicaraan tingkat I yang menyetujui pembahasan dilanjutkan ke pembicaraan tingkat II .","Statement"
"634","Dengan ini Badan Legislasi menyerahkan penyelesaian Rancangan Peraturan DPR tentang Perubahan atas DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib ini dalam Rapat Paripurna yang terhormat sesuai dengan mekanisme pembahasan peraturan perundang-undangan .","Statement"
"635","Sebelum mengakhiri laporan ini, izinkanlah kami menyampaikan terima kasih kepada semua Anggota Panja Badan Legislasi yang dipimpin oleh Saudara Totok Daryanto yang telah bekerja siang dan malam tanpa mengenal lelah untuk menyelesaikan pembahasan Peraturan DPR tentang Perubahan atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib ini dalam suasana yang penuh demokrasi .","Statement"
"636","Sekian, terima kasih .","Other"
"637","Wassalaamu'alaikum warrahmatullaahi wabarakatuh .","Other"
"638","KETUA RAPAT:Sidang Dewan yang kami hormati,Saat ini Sidang Paripurna sudah dihadiri 301 orang Anggota yang sudah tentunya melebihi daripada yang tadi dibuka pertama kali .","Other"
"639","30Sidang yang terhormat,Terima kasih kami sampaikan kepada Pimpinan Baieg yang terhormat Saudara Dr. H. SAREH WIYONO M. S. H. M. H. yang telah menyampaikan Laporan Badan Legislasi terhadap Rancangan Peraturan tentang Perubahan Atas Rancangan Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib menjadi Peraturan DPR Rl .","Other"
"640","Sidang yang terhormat,Setelah kita mendengarkan dengan seksama Laporan Pimpinan Baieg maka kami selaku Pimpinan Rapat Paripurna akan menanyakan kepada Sidang yang terhormat, apakah Laporan Badan Legislasi terhadap Rancangan Peraturan tentang Perubahan Atas Peraturan DPR Rl Nomor 1 Tahun 2014 tentang Tata Tertib menjadi Peraturan DPR Rl tersebut dapat disetujui?(RAPAT: SETUJU)Terima kasih .","Other"
"641","Selanjutnya persetujuan Rapat Paripurna ini akan ditindaklanjuti sesuai dengan mekanisme yang berlaku .","Statement"
"642","Sidang Dewan yang kami hormati,Dengan demikian selesailah Rapat Paripurna Dewan hari ini .","Other"
"643","Selaku Pimpinan rapat kami menyampaikan ucapan terima kasih kepada yang terhormat para Anggota Dewan dan hadirin sekalian atas ketekunan dan kesabaran dalam mengikuti Rapat Paripurna Dewan hari ini .","Other"
"644","Dengan seizin Sidang Dewan maka perkenankan kami menutup Rapat Paripurna dengan ucapan Alhamdulillahirobbilalamin .","Other"
"645","Wassalamualaikum Warahmatullahi Wabarakatuh .","Other"
"646","(RAPAT DITUTUP PUKUL 11 .","Other"
"647","35 WIB)Jakarta, 14 April 2015 KETUA RAPAT,Dr .","Statement"
"648","AGUS HERMANTO^  .","Other"
